sid, performer, compatibility, turn, dir, col, resp, corr, rt
2,1,2,0,2,2,0,1,7
2,1,1,0,1,2,0,1,7
2,1,2,0,2,2,0,1,7
2,1,2,1,1,1,1,1,0.296132235
2,1,2,0,2,2,0,1,7
2,1,2,1,1,1,1,1,0.396527281
2,1,1,1,2,1,1,1,0.350042972
2,1,2,1,1,1,1,1,0.336267436
2,1,1,1,2,1,1,1,0.292897767
2,1,2,0,2,2,0,1,7
2,1,2,0,2,2,0,1,7
2,1,2,1,1,1,1,1,0.283830826
2,1,1,1,2,1,1,1,0.334364648
2,1,1,0,1,2,0,1,7
2,1,2,1,1,1,1,1,0.371585091
2,1,2,0,2,2,0,1,7
2,1,2,1,1,1,1,1,0.312424634
2,1,1,1,2,1,1,1,0.333314743
2,1,1,0,1,2,0,1,7
2,1,2,1,1,1,1,1,0.336135701
2,1,2,0,2,2,0,1,7
2,1,1,0,1,2,0,1,7
2,1,2,0,2,2,0,1,7
2,1,1,1,2,1,1,1,0.315318559
2,1,1,0,1,2,0,1,7
2,1,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.695806778
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.303115828
2,2,2,1,1,1,1,1,0.354863462
2,2,2,1,1,1,1,1,0.308147478
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.281204169
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.272836582
2,2,1,1,2,1,1,1,0.293266036
2,2,1,1,2,1,1,1,0.2789594
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.294108275
2,2,2,1,1,1,1,1,0.31375539
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.336589837
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.27717996
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.300900466
2,2,1,1,2,1,1,1,0.254681653
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.293729247
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.251721666
2,2,2,1,1,1,1,1,0.303438753
2,2,2,1,1,1,1,1,0.288283142
2,2,1,1,2,1,1,1,0.308881362
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.28022466
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.285314749
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.309685828
2,2,2,1,1,1,1,1,0.329474665
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.30060857
2,2,1,1,2,1,1,1,0.320429577
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.271688545
2,2,2,1,1,1,1,1,0.288543167
2,2,2,1,1,1,1,1,0.372485941
2,2,1,1,2,1,1,1,0.293922142
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.286134306
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.259960964
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.302084839
2,2,2,1,1,1,1,1,0.288726209
2,2,2,1,1,1,1,1,0.274987655
2,2,1,1,2,1,1,1,0.294255033
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.267411637
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.320683604
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.327749604
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.253541248
2,2,2,1,1,1,1,1,0.305251205
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.296831806
2,2,1,1,2,1,1,1,0.282779636
2,2,1,1,2,1,1,1,0.301162265
2,2,1,1,2,1,1,1,0.257460457
2,2,2,1,1,1,1,1,0.274195073
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.302494568
2,2,2,1,1,1,1,1,0.322194455
2,2,2,1,1,1,1,1,0.276853667
2,2,2,1,1,1,1,1,0.326855455
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.287677442
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.310882943
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.352498672
2,2,2,1,1,1,1,1,0.308385595
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.299142849
2,2,2,1,1,1,1,1,0.349901588
2,2,2,1,1,1,1,1,0.314648327
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.307828631
2,2,1,1,2,1,1,1,0.294895105
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.337845434
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.246197528
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.304156738
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.340593542
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.282210867
2,2,2,1,1,1,1,1,0.268590763
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.306315547
2,2,1,1,2,1,1,1,0.259283382
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.298187449
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.275426147
2,2,1,1,2,1,1,1,0.262349819
2,2,2,1,1,1,1,1,0.312246872
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.264721074
2,2,2,1,1,1,1,1,0.31282099
2,2,1,1,2,1,1,1,0.267675505
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.293225042
2,2,2,1,1,1,1,1,0.278056593
2,2,2,1,1,1,1,1,0.296753638
2,2,1,1,2,1,1,1,0.28440098
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.28884581
2,2,2,1,1,1,1,1,0.306756099
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.316764877
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.268037262
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.323514408
2,2,1,1,2,1,1,1,0.312006508
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.316800806
2,2,1,1,2,1,1,1,0.303419973
2,2,1,1,2,1,1,1,0.320320022
2,2,2,1,1,1,1,1,0.339689146
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.311347599
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.317522835
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.32182162
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.296766929
2,2,1,1,2,1,1,1,0.347671641
2,2,2,1,1,1,1,1,0.332208458
2,2,2,1,1,1,1,1,0.352078176
2,2,1,1,2,1,1,1,0.338396687
2,2,2,1,1,1,1,1,0.32456453
2,2,1,1,2,1,1,1,0.342888093
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.32231366
2,2,1,1,2,1,1,1,0.339293122
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.299580632
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.294945962
2,2,1,1,2,1,1,1,0.347285713
2,2,2,1,1,1,1,1,0.301418338
2,2,1,1,2,1,1,1,0.287426041
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,1,1,2,1,1,1,0.288357871
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.298163198
2,2,2,1,1,1,1,1,0.248189725
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.319082866
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.312582405
2,2,1,1,2,1,1,1,0.295316668
2,2,1,1,2,1,1,1,0.285545432
2,2,2,1,1,1,1,1,0.301270946
2,2,1,1,2,1,1,1,0.288195976
2,2,2,1,1,1,1,1,0.307460498
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.298285174
2,2,1,1,2,1,1,1,0.31736724
2,2,1,1,2,1,1,1,0.3363524
2,2,1,0,1,2,0,1,7
2,2,1,0,1,2,0,1,7
2,2,1,1,2,1,1,1,0.295577002
2,2,1,0,1,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,0,2,2,0,1,7
2,2,2,1,1,1,1,1,0.278087006
2,2,1,0,1,2,0,1,7
2,2,2,1,1,1,1,1,0.314184153
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.387379058
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.354248302
3,1,1,1,2,2,1,1,0.308201976
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.343491827
3,1,1,1,2,2,1,1,0.330280212
3,1,2,1,1,2,1,1,0.284639841
3,1,1,1,2,2,1,1,0.305184183
3,1,2,1,1,2,1,1,0.226211611
3,1,2,1,1,2,1,1,0.341082494
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.236070967
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.241871061
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.251513962
3,1,1,1,2,2,1,1,0.334418513
3,1,2,1,1,2,1,1,0.289288901
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.422001902
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.332181886
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.240578368
3,1,1,1,2,2,1,1,0.355056664
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.365799618
3,1,2,1,1,2,1,1,0.256051115
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.34806514
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.352758778
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.357943869
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.234033012
3,1,1,1,2,2,1,1,0.349998546
3,1,1,1,2,2,1,1,0.273344172
3,1,2,1,1,2,1,1,0.259317599
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.326850484
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.288418737
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.292652006
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.298291995
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.353407271
3,1,1,1,2,2,1,1,0.340390437
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.345274512
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.303515851
3,1,2,1,1,2,1,1,0.355894934
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.314590288
3,1,2,1,1,2,1,1,0.332471193
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.27539112
3,1,2,1,1,2,1,1,0.32448781
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.368013432
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.340975989
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.313774343
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.351541167
3,1,2,1,1,2,1,1,0.369517482
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.359786627
3,1,2,1,1,2,1,1,0.346530046
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.351050191
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.325188109
3,1,1,1,2,2,1,1,0.536387165
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.334867166
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.276790484
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.338069543
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.34182016
3,1,2,1,1,2,1,1,0.359789771
3,1,2,1,1,2,1,1,0.316189818
3,1,1,1,2,2,1,1,0.301871701
3,1,1,1,2,2,1,1,0.288728907
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.344986701
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.285680552
3,1,2,1,1,2,0,0,7
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.315590127
3,1,2,1,1,2,1,1,0.33355482
3,1,2,1,1,2,1,1,0.288097165
3,1,2,1,1,2,1,1,0.308316615
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.343221995
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.318951111
3,1,1,1,2,2,1,1,0.305146768
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.300075093
3,1,1,1,2,2,1,1,0.319401997
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.265410515
3,1,1,1,2,2,1,1,0.31617867
3,1,2,1,1,2,1,1,0.333446143
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.40252891
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.249344615
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.28603768
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.355836079
3,1,1,1,2,2,1,1,0.404362497
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.351426787
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.279104581
3,1,2,1,1,2,1,1,0.298027907
3,1,1,1,2,2,1,1,0.28407801
3,1,1,1,2,2,1,1,0.335089274
3,1,1,1,2,2,1,1,0.288343342
3,1,2,1,1,2,1,1,0.275129608
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.285175337
3,1,1,1,2,2,1,1,0.304069331
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.373606016
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.378940464
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.311079488
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.347544128
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.307147942
3,1,2,1,1,2,1,1,0.359292408
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.428916176
3,1,1,1,2,2,1,1,0.350483863
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.322538364
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.283860493
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.288197763
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.324173434
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.330648406
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.270199957
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.363693693
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.337219792
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.347623111
3,1,1,1,2,2,1,1,0.332683706
3,1,1,1,2,2,1,1,0.319832407
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,1,1,2,1,1,0.343277017
3,1,2,1,1,2,1,1,0.298890523
3,1,1,1,2,2,1,1,0.317673505
3,1,1,1,2,2,1,1,0.282262585
3,1,1,0,1,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,1,0,1,1,0,1,7
3,1,2,0,2,1,0,1,7
3,1,2,1,1,2,1,1,0.350919428
3,1,1,1,2,2,1,1,0.308431816
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.342045639
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.314902935
3,1,2,1,1,2,1,1,0.366055584
3,1,2,1,1,2,1,1,0.28851649
3,1,1,0,1,1,0,1,7
3,1,1,1,2,2,1,1,0.357684246
3,1,2,1,1,2,1,1,0.28159335
3,1,2,0,2,1,0,1,7
3,1,1,1,2,2,1,1,0.34940185
3,1,2,1,1,2,1,1,0.336627323
3,1,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.297916951
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.322050172
3,2,2,1,1,2,1,1,0.309024829
3,2,2,1,1,2,1,1,0.327502079
3,2,1,1,2,2,1,1,0.2823514
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.307197416
3,2,2,1,1,2,1,1,0.325450683
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.328592474
3,2,2,1,1,2,1,1,0.443726647
3,2,1,1,2,2,1,1,0.301864687
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.308111895
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.29650613
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.295673097
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.351182374
3,2,2,1,1,2,1,1,0.305556082
3,2,1,1,2,2,1,1,0.292368475
3,2,1,1,2,2,1,1,0.311161478
3,2,1,1,2,2,1,1,0.296642307
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.337825965
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.30828478
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.313217747
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.28626681
3,2,2,1,1,2,1,1,0.337922715
3,2,1,1,2,2,1,1,0.290568536
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.328808049
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.305137158
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.311729547
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.303565429
3,2,2,1,1,2,1,1,0.258778393
3,2,1,1,2,2,1,1,0.243169913
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.37706276
3,2,1,1,2,2,1,1,0.364095867
3,2,1,1,2,2,1,1,0.285863523
3,2,1,1,2,2,1,1,0.335799685
3,2,2,1,1,2,1,1,0.292157418
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.328298317
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.331107399
3,2,2,1,1,2,1,1,0.2838806
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.322972875
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.326178854
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.323322034
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.283909482
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.320691381
3,2,1,1,2,2,1,1,0.340301509
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.297957885
3,2,2,1,1,2,1,1,0.348233877
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.277061925
3,2,2,1,1,2,1,1,0.294411597
3,2,2,1,1,2,1,1,0.31356282
3,2,2,1,1,2,1,1,0.299343669
3,2,1,1,2,2,1,1,0.286443519
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.292267811
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.33440683
3,2,2,1,1,2,1,1,0.320329392
3,2,2,1,1,2,1,1,0.274543248
3,2,1,1,2,2,1,1,0.292445971
3,2,2,1,1,2,1,1,0.279841752
3,2,1,0,1,1,1,0,0.331143482
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.366882027
3,2,1,1,2,2,1,1,0.258461033
3,2,1,1,2,2,1,1,0.342091803
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.303947674
3,2,2,1,1,2,1,1,0.290570014
3,2,1,1,2,2,1,1,0.30947029
3,2,2,1,1,2,1,1,0.325755405
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.300200773
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.342451974
3,2,1,1,2,2,1,1,0.265491858
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.334452377
3,2,1,1,2,2,1,1,0.287535924
3,2,2,1,1,2,1,1,0.27510321
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.37368988
3,2,1,1,2,2,1,1,0.295724997
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.333242001
3,2,1,1,2,2,1,1,0.286360992
3,2,1,1,2,2,1,1,0.337664697
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.341826127
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.284063881
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.320854024
3,2,2,1,1,2,1,1,0.338963476
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.361368776
3,2,2,0,2,1,0,1,7
3,2,2,1,1,2,1,1,0.302979481
3,2,2,1,1,2,1,1,0.386460838
3,2,1,0,1,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.306840915
3,2,2,1,1,2,1,1,0.292098491
3,2,1,1,2,2,1,1,0.310012079
3,2,1,1,2,2,1,1,0.297037045
3,2,2,1,1,2,1,1,0.346437134
3,2,1,1,2,2,1,1,0.270688214
3,2,1,1,2,2,1,1,0.257950612
3,2,1,0,1,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.394064467
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,1,2,2,1,1,0.372426448
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,2,1,1,2,1,1,0.333659293
3,2,1,1,2,2,1,1,0.31871522
3,2,2,1,1,2,1,1,0.30654233
3,2,2,0,2,1,0,1,7
3,2,2,0,2,1,0,1,7
3,2,1,0,1,1,0,1,7
3,2,1,1,2,2,1,1,0.283534973
3,2,1,1,2,2,1,1,0.30331116
